circuit,trojan,success,gt_verify,vn_rounds,cec_rounds,runtime_ms,area_delta,level_delta,rule_method,dt_builds,optimizer_calls,optimizer_solver_ms,effective_rules,effective_literals,effective_depth,actual_area_delta_trojan,actual_level_delta_trojan
c880,c880_trojan7,PASS,PASS,0,1,414.384,-1,-1,z3-pb,2,2,12.814,1,1,1,-1,-1
c880,c880_trojan70,PASS,PASS,0,0,1255.96,-1,0,z3-pb,1,1,16.7825,1,1,1,-1,0
c880,c880_trojan71,PASS,PASS,0,0,2280.76,-1,0,z3-pb,1,1,18.3359,1,1,1,-1,0
c880,c880_trojan72,PASS,PASS,0,0,1215.11,-1,0,z3-pb,1,1,16.5155,1,1,1,-1,0
c880,c880_trojan73,PASS,PASS,0,0,1658.77,-1,0,z3-pb,1,1,10.0862,1,1,1,-1,0
c880,c880_trojan74,PASS,PASS,0,0,1133.5,-1,0,z3-pb,1,1,14.3814,1,1,1,-1,0
c880,c880_trojan75,PASS,PASS,0,0,1681.89,-1,0,z3-pb,1,1,16.1814,1,1,1,-1,0
c880,c880_trojan76,PASS,PASS,0,0,459.807,-1,0,z3-pb,1,1,11.133,1,1,1,-1,0
c880,c880_trojan78,PASS,PASS,0,0,902.256,-1,0,z3-pb,1,1,15.6066,1,1,1,-1,0
c880,c880_trojan79,PASS,PASS,0,0,734.071,-1,0,z3-pb,1,1,8.6288,1,1,1,-1,0
c880,c880_trojan8,PASS,PASS,0,0,773.198,-1,0,z3-pb,1,1,23.5543,1,1,1,-1,0
c880,c880_trojan80,PASS,PASS,0,0,359.169,-1,0,z3-pb,1,1,7.0854,1,1,1,-1,0
c880,c880_trojan81,PASS,PASS,0,0,824.146,-1,0,z3-pb,1,1,7.1654,1,1,1,-1,0
c880,c880_trojan82,PASS,PASS,0,0,1270.8,-1,0,z3-pb,1,1,25.232,1,1,1,-1,0
c880,c880_trojan83,PASS,PASS,0,0,1383.35,-1,0,z3-pb,1,1,16.5196,1,1,1,-1,0
c880,c880_trojan84,PASS,PASS,0,0,320.37,-1,0,z3-pb,1,1,6.8623,1,1,1,-1,0
c880,c880_trojan85,PASS,PASS,0,0,2012.16,-1,0,z3-pb,1,1,12.2032,1,1,1,-1,0
c880,c880_trojan86,PASS,PASS,0,0,2010.33,-1,0,z3-pb,1,1,19.174,1,1,1,-1,0
c880,c880_trojan87,PASS,PASS,0,0,1570.99,-1,0,z3-pb,1,1,25.0038,1,1,1,-1,0
c880,c880_trojan88,PASS,PASS,0,0,368.422,-1,0,z3-pb,1,1,8.3193,1,1,1,-1,0
c880,c880_trojan89,PASS,PASS,0,0,846.292,-1,0,z3-pb,1,1,7.6115,1,1,1,-1,0
c880,c880_trojan9,PASS,PASS,0,0,1430.47,-1,0,z3-pb,1,1,47.4624,1,1,1,-1,0
c880,c880_trojan90,PASS,PASS,0,0,1431.87,-1,0,z3-pb,1,1,7.9223,1,1,1,-1,0
c880,c880_trojan91,PASS,PASS,0,0,460.686,-1,0,z3-pb,1,1,7.9109,1,1,1,-1,0
c880,c880_trojan92,PASS,PASS,0,0,1125.2,-1,0,z3-pb,1,1,7.3327,1,1,1,-1,0
c880,c880_trojan93,PASS,PASS,0,0,1199.01,-1,0,z3-pb,1,1,17.8277,1,1,1,-1,0
c880,c880_trojan94,PASS,PASS,0,0,529.793,-1,0,z3-pb,1,1,10.5898,1,1,1,-1,0
c880,c880_trojan95,PASS,PASS,0,0,2459.94,-1,0,z3-pb,1,1,20.0781,1,1,1,-1,0
c880,c880_trojan96,PASS,PASS,0,0,780.259,-1,0,z3-pb,1,1,9.7043,1,1,1,-1,0
c880,c880_trojan97,PASS,PASS,0,0,1099.07,-1,0,z3-pb,1,1,9.8111,1,1,1,-1,0
c880,c880_trojan98,PASS,PASS,0,0,332.721,-1,0,z3-pb,1,1,7.7249,1,1,1,-1,0
c880,c880_trojan99,PASS,PASS,0,0,583.908,-1,0,z3-pb,1,1,13.8747,1,1,1,-1,0
