circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
c3540,c3540_trojan74,PASS,PASS,0,6350.05,-1,0,0
c3540,c3540_trojan75,PASS,PASS,0,619.748,-1,0,0
c3540,c3540_trojan76,PASS,PASS,0,1059.1,-1,0,0
c3540,c3540_trojan77,PASS,PASS,0,2451.66,-1,0,0
c3540,c3540_trojan78,PASS,PASS,1,2486.16,-1,0,0
c3540,c3540_trojan79,PASS,PASS,0,2837.63,-1,0,0
c3540,c3540_trojan7,PASS,PASS,0,1983.74,-1,0,0
c3540,c3540_trojan80,PASS,PASS,0,3190.32,-1,0,0
c3540,c3540_trojan81,PASS,PASS,1,17398.4,-1,0,0
c3540,c3540_trojan82,PASS,PASS,0,4042.93,-1,0,0
c3540,c3540_trojan83,PASS,PASS,1,2594.39,-1,0,0
c3540,c3540_trojan84,PASS,PASS,1,6501.49,-1,0,0
c3540,c3540_trojan85,PASS,PASS,1,1277.25,-1,0,0
c3540,c3540_trojan86,PASS,PASS,0,18288.5,-1,0,0
c3540,c3540_trojan87,PASS,PASS,0,601.423,-1,0,0
c3540,c3540_trojan88,PASS,PASS,1,5527.72,-1,0,0
c3540,c3540_trojan89,PASS,PASS,0,3556.45,-1,0,0
c3540,c3540_trojan8,PASS,PASS,0,3777.98,-1,0,0
c3540,c3540_trojan90,PASS,PASS,0,19070.4,-1,0,0
c3540,c3540_trojan91,PASS,PASS,1,1626.5,-1,0,0
c3540,c3540_trojan92,PASS,PASS,0,6937.44,1,0,0
c3540,c3540_trojan93,PASS,PASS,0,4203.84,-1,0,0
c3540,c3540_trojan94,PASS,PASS,0,877.133,-1,0,0
c3540,c3540_trojan95,PASS,PASS,0,6825.35,-1,0,0
c3540,c3540_trojan96,PASS,PASS,0,1916.47,1,0,0
c3540,c3540_trojan97,PASS,PASS,1,12444.7,-1,0,0
c3540,c3540_trojan98,PASS,PASS,0,2845.02,-1,0,0
c3540,c3540_trojan99,PASS,PASS,0,3295.85,-1,0,0
c3540,c3540_trojan9,PASS,PASS,0,4341.25,-1,0,0
c5315,c5315_trojan0,PASS,PASS,1,256437,-1,0,0
c5315,c5315_trojan10,PASS,PASS,1,45667.4,-1,0,0
c5315,c5315_trojan11,PASS,PASS,1,24229.7,-1,0,0
c5315,c5315_trojan12,PASS,PASS,1,31697.1,-1,-4,0
c5315,c5315_trojan13,PASS,PASS,1,21400.7,-1,0,0
c5315,c5315_trojan14,PASS,PASS,1,53517.2,-1,0,0
c5315,c5315_trojan15,PASS,PASS,1,16183.7,-1,0,0
c5315,c5315_trojan16,PASS,PASS,1,201648,-1,0,0
c5315,c5315_trojan17,PASS,PASS,1,1489.95,-1,0,0
c5315,c5315_trojan18,PASS,PASS,1,119320,-1,0,0
c5315,c5315_trojan19,PASS,PASS,1,28002.9,-1,0,0
c5315,c5315_trojan1,PASS,PASS,1,52178,-1,0,0
c5315,c5315_trojan20,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan21,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan22,PASS,PASS,1,28386,-1,0,0
c5315,c5315_trojan23,PASS,PASS,1,258148,-1,0,0
c5315,c5315_trojan24,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan25,PASS,PASS,1,23737.7,-1,0,0
c5315,c5315_trojan26,PASS,PASS,1,1405.25,-1,0,0
c5315,c5315_trojan27,PASS,PASS,1,33773.8,-1,0,0
c5315,c5315_trojan28,PASS,PASS,2,2797.1,-1,0,1
c5315,c5315_trojan29,PASS,PASS,1,39609.7,-1,0,0
c5315,c5315_trojan2,PASS,PASS,1,246963,-1,0,0
c5315,c5315_trojan30,PASS,PASS,1,25381,-1,0,0
c5315,c5315_trojan31,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan32,PASS,PASS,1,23619.1,-1,0,0
c5315,c5315_trojan33,PASS,PASS,1,25299.6,-1,0,0
c5315,c5315_trojan34,PASS,PASS,2,4065.28,6,0,1
c5315,c5315_trojan35,PASS,PASS,1,21847.7,-1,0,0
